Parameter Name,Schedule Names,Primary Schedule,Data Type,Type/Instance,Categories,Group,GUID,Description
PLM_DRN_PPE_SLOPE_PCT,Drainage Schedule; Drainage System,Drainage Schedule,NUMBER,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,57074b10-28fd-5cea-93ca-da43df5b630d,Plm Drn Ppe Slope Pct [ISO 19650-1:2018]
PLM_DRN_SPARE_01_TXT,,,TEXT,Type,"Plumbing Equipment, Plumbing Fixtures, Pipes, Pipe Fittings, Pipe Accessories, Sprinklers, Generic Models",PLM_DRN,c10aea36-f75a-4c42-bb72-d4f104b3a92a,Spare parameter 1 for PLM_DRN group
PLM_DRN_SPARE_02_TXT,,,TEXT,Type,"Plumbing Equipment, Plumbing Fixtures, Pipes, Pipe Fittings, Pipe Accessories, Sprinklers, Generic Models",PLM_DRN,0ad71604-733e-4566-acfd-1c4ef9628711,Spare parameter 2 for PLM_DRN group
PLM_DRN_TOP_TYPE_TXT,Drainage Fittings; Drainage Schedule; Drainage System; Floor Roof Drains; Pipe Fittings,Drainage Fittings,TEXT,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,d3c9d8ef-e9c8-59cd-861c-d85042b14453,Plm Drn Top Type Txt [ISO 19650-1:2018]
PLM_DRN_TRAP_SEAL_DEPTH_MM,Drainage Fittings; Drainage Schedule; Drainage System; Floor Roof Drains; Pipe Fittings,Drainage Fittings,LENGTH,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,add75d6c-27c4-5e54-91bc-171b6944de27,Plm Drn Trap Seal Depth Mm [ISO 19650-1:2018]
PLM_DRN_TRAP_TYPE_TXT,Drainage Schedule; Floor Roof Drains,Drainage Schedule,TEXT,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,f3047521-82db-5ab3-aeb9-517696913fa5,Plm Drn Trap Type Txt [ISO 19650-1:2018]
PLM_DRN_VEL_MPS,Drainage Schedule; Drainage System,Drainage Schedule,TEXT,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,f187bab9-9d0e-5fa5-bd02-2b501d41e049,Plm Drn Vel Mps [ISO 19650-1:2018]
PLM_DRN_VNT_CONNECTION_TYPE_TXT,Vent System,Vent System,TEXT,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,ad089475-b735-5fdc-8c26-d1fa104b5682,Plm Drn Vnt Connection Type Txt [ISO 19650-1:2018]
PLM_DRN_VNT_MAT_TXT,Vent System,Vent System,TEXT,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,36d89b7c-3247-5b75-8395-1304ceef745c,Plm Drn Vnt Mat Txt [ISO 19650-1:2018]
PLM_DRN_VNT_TERMINAL_HEIGHT_FT,Vent System,Vent System,LENGTH,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,64a030b7-5e50-5175-a885-5935e46c619f,Plm Drn Vnt Terminal Height Ft [ISO 19650-1:2018]
PLM_DRN_VNT_TERMINAL_LOC_TXT,Vent System,Vent System,TEXT,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,740d903c-1911-555b-ba73-0dc84493394f,Plm Drn Vnt Terminal Loc Txt [ISO 19650-1:2018]
PLM_EXJ_ANGULAR_MOVEMENT_DEG,Expansion Joint Schedule,Expansion Joint Schedule,ANGLE,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,f882da9d-6563-5765-971f-1c2400262bad,Plm Exj Angular Movement Deg [ISO 19650-1:2018]
PLM_EXJ_AXIAL_MOVEMENT_MM,Expansion Joint Schedule,Expansion Joint Schedule,LENGTH,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,07617d30-6ba7-51ce-ba16-83fcea148b46,Plm Exj Axial Movement Mm [ISO 19650-1:2018]
PLM_EXJ_END_CONNECTION_TXT,Expansion Joint Schedule,Expansion Joint Schedule,TEXT,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,ec7198fe-8528-57b6-838c-ef028a1fd602,Plm Exj End Connection Txt [ISO 19650-1:2018]
PLM_EXJ_LATERAL_MOVEMENT_MM,Expansion Joint Schedule,Expansion Joint Schedule,LENGTH,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,17b65ef8-e8f9-5e88-bba5-0997731f3cf3,Plm Exj Lateral Movement Mm [ISO 19650-1:2018]
PLM_EXJ_MOVEMENT_CAPABILITY_TXT,Expansion Joint Schedule,Expansion Joint Schedule,TEXT,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,b226d06b-adfd-5e1a-a053-107af6b7099a,Plm Exj Movement Capability Txt [ISO 19650-1:2018]
PLM_EXJ_TEMP_RANGE_C,Expansion Joint Schedule; Gasket Seal Schedule,Expansion Joint Schedule,TEXT,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,fc4850e5-044a-5649-a91c-bec9a9c06d2c,Plm Exj Temp Range C [ISO 19650-1:2018]
PLM_EXP_JOINT_END_CONNECTION_TXT,Expansion Joint Schedule,Expansion Joint Schedule,TEXT,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,d0a046e2-2605-5eb0-b5c8-458526640cb2,Plm Exp Joint End Connection Txt [ISO 19650-1:2018]
PLM_EXP_JOINT_MAT_TXT,Expansion Joint Schedule,Expansion Joint Schedule,TEXT,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,297dc670-2fa3-53e3-861f-af646ba2e82e,Plm Exp Joint Mat Txt [ISO 19650-1:2018]
PLM_EXP_JOINT_PRESSURE_RATING_BAR,Expansion Joint Schedule,Expansion Joint Schedule,NUMBER,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,84e4b9f6-338d-5e36-80c7-5d773edcfbd4,Plm Exp Joint Pressure Rating Bar [ISO 19650-1:2018]
PLM_FACADE_WTR_PENETRATION_RESIST_NR,Facade Schedule,Facade Schedule,NUMBER,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,26b078cf-6442-5497-84d5-927712285cfa,Plm Facade Wtr Penetration Resist Nr [ISO 19650-1:2018]
PLM_GASKET_THICKNESS_MM,Gasket Seal Schedule,Gasket Seal Schedule,LENGTH,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,d4e8de7a-6502-521e-93da-fd7812d5e373,Plm Gasket Thickness Mm [ISO 19650-1:2018]
PLM_GSK_SZ_DIMENSION_TXT,Gasket Seal Schedule,Gasket Seal Schedule,TEXT,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,4329f660-cac8-5a60-8e39-57c1ef38aea5,Plm Gsk Sz Dimension Txt [ISO 19650-1:2018]
PLM_HED_M,Plumbing Equipment; Plumbing Fixture Schedule,Plumbing Equipment,LENGTH,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,9048b4fd-9159-5fac-af3b-14004621818c,Plm Hed M [ISO 19650-1:2018]
PLM_HOTWTR_FUEL_TYPE_TXT,Hot Water System; Water Heater Schedule,Hot Water System,TEXT,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,00d19977-f0af-53c0-beab-60d396a2ba05,Plm Hotwtr Fuel Type Txt [ISO 19650-1:2018]
PLM_HOTWTR_HEATER_EFF_PCT,Hot Water System; Water Heater Schedule,Hot Water System,NUMBER,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,2e556f0b-10ff-54e9-ab08-1c33f13b87ca,Plm Hotwtr Heater Eff Pct [ISO 19650-1:2018]
PLM_HOTWTR_INPUT_PWR_KW,Hot Water System; Water Heater Schedule,Hot Water System,ELECTRICAL_POWER,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,ca5441cb-4979-51d9-951a-9f2ecab4bc6b,Plm Hotwtr Input Pwr Kw [ISO 19650-1:2018]
PLM_HOTWTR_RECOVERY_RATE_GPH,Hot Water System; Water Heater Schedule,Hot Water System,TEXT,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,c17099fc-7c35-5d7d-892a-c6eca3f8f1a4,Plm Hotwtr Recovery Rate Gph [ISO 19650-1:2018]
PLM_HOTWTR_STORAGE_CAP_GAL_NR,Hot Water System; Water Heater Schedule,Hot Water System,NUMBER,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,6a4fd2df-a978-5dc5-8ef1-5f79364c525a,Plm Hotwtr Storage Cap Gal Nr [ISO 19650-1:2018]
PLM_HOTWTR_TEMP_C,Hot Water System; Water Heater Schedule,Hot Water System,TEXT,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,7b53b38e-fc83-574e-9197-5bee5a561e34,Plm Hotwtr Temp C [ISO 19650-1:2018]
PLM_INS_K_VALUE,Insulation Schedule; Pipe Schedule,Insulation Schedule,TEXT,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,7810f8c6-0266-54d9-b917-730a438c62d1,Plm Ins K Value [ISO 19650-1:2018]
PLM_INS_SPECIFICATION_TXT,Insulation Schedule; Pipe Schedule,Insulation Schedule,TEXT,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,f8ead8ed-d82e-5161-a351-c6aed04cf91b,Plm Ins Specification Txt [ISO 19650-1:2018]
PLM_INS_THICKNESS_MM,Insulation Schedule,Insulation Schedule,LENGTH,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,9c6b98e7-b9a7-53f2-91e7-da6592a7990f,Plm Ins Thickness Mm [ISO 19650-1:2018]
PLM_PPE_FLW_LPS,Pipe Schedule; Plumbing Equipment; Plumbing Fixture Schedule,Pipe Schedule,VOLUME,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,800e6613-f502-52f0-9c12-14ec3e358056,Plm Ppe Flw Lps [ISO 19650-1:2018]
PLM_PPE_INS_THK_MM,Pipe Schedule; Plumbing Fixture Schedule,Pipe Schedule,LENGTH,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,7b7eb223-a119-5a53-a3ba-5c5e5d553e0b,Plm Ppe Ins Thk Mm [ISO 19650-1:2018]
PLM_PPE_INS_TYPE_TXT,Pipe Schedule; Plumbing Fixture Schedule,Pipe Schedule,TEXT,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,3eebb62d-4e9f-507a-8e9a-301a838ab774,Plm Ppe Ins Type Txt [ISO 19650-1:2018]
PLM_PPE_JOINT_TYPE_TXT,Pipe Schedule,Pipe Schedule,TEXT,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,463fabb0-eda8-5a62-b621-36fb077c9f97,Plm Ppe Joint Type Txt [ISO 19650-1:2018]
PLM_PPE_LENGTH_M,Pipe Schedule,Pipe Schedule,LENGTH,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,dc5e612c-656a-5930-a87a-4a412e2cd119,Plm Ppe Length M [ISO 19650-1:2018]
PLM_PPE_MAT_TXT,Hvac Pipe Schedule; Pipe Schedule; Plumbing Fixture Schedule,Hvac Pipe Schedule,TEXT,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,7b08fe47-9d31-5d9a-8982-0e71f44eb6ae,Plm Ppe Mat Txt [ISO 19650-1:2018]
PLM_PPE_NOMINAL_SZ_INCH_NR,Hvac Pipe Schedule; Pipe Schedule,Hvac Pipe Schedule,NUMBER,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,f1c79a9d-17d3-5390-8437-c936024f9dbc,Plm Ppe Nominal Sz Inch Nr [ISO 19650-1:2018]
PLM_PPE_PROPERTY_TXT,Pipe Schedule,Pipe Schedule,TEXT,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,7867a5cc-a8e4-5b4c-a10a-520576bb28cc,Plm Ppe Property Txt [ISO 19650-1:2018]
PLM_PPE_PSR_RATING_BAR,Gasket Seal Schedule; Pipe Schedule,Gasket Seal Schedule,NUMBER,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,d978df87-87d3-5403-9bbf-e11e4fb4b5cc,Plm Ppe Psr Rating Bar [ISO 19650-1:2018]
PLM_PPE_SZ_MM,Pipe Schedule; Plumbing Fixture Schedule; Valve Schedule,Pipe Schedule,LENGTH,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,7280f00f-3961-5c97-bee1-281f3ae98f0e,Plm Ppe Sz Mm [ISO 19650-1:2018]
PLM_PSR_KPA,Plumbing Equipment; Plumbing Fixture Schedule,Plumbing Equipment,NUMBER,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,bbf823b4-e2d3-5df8-99a8-4a641f5c8663,Plm Psr Kpa [ISO 19650-1:2018]
PLM_PWR_KW,Plumbing Equipment,Plumbing Equipment,ELECTRICAL_POWER,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,659b6aaf-5538-56d0-82a2-7ae197499070,Plm Pwr Kw [ISO 19650-1:2018]
PLM_SPT_ANCHOR_TYPE_TXT,Support Schedule,Support Schedule,TEXT,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,f6da6369-1dcd-581b-8bcc-44a572e623ef,Plm Spt Anchor Type Txt [ISO 19650-1:2018]
PLM_SPT_ATTACHMENT_METHOD_TXT,Support Schedule,Support Schedule,TEXT,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,bdf05654-4477-55c4-a761-9181599f2db7,Plm Spt Attachment Method Txt [ISO 19650-1:2018]
PLM_SPT_INST_DETAIL_TXT,Support Schedule,Support Schedule,TEXT,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,45944ceb-71cc-5cfd-895c-e9fcd4a07540,Plm Spt Inst Detail Txt [ISO 19650-1:2018]
PLM_SPT_LD_CAP_KG,Support Schedule,Support Schedule,VOLUME,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,3b0d81ab-15d5-55ec-a7ed-8e00a15f8642,Plm Spt Ld Cap Kg [ISO 19650-1:2018]
PLM_SPT_ROD_SZ_MM,Support Schedule,Support Schedule,LENGTH,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,2b37d3df-9251-5065-8c30-fb27870639ca,Plm Spt Rod Sz Mm [ISO 19650-1:2018]
PLM_SPT_SPACING_M,Pipe Schedule; Support Schedule,Pipe Schedule,LENGTH,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,b15dc0b5-7b22-5157-8872-41322064e461,Plm Spt Spacing M [ISO 19650-1:2018]
PLM_STRAINER_END_CONNECTION_TXT,Strainer Filter Schedule,Strainer Filter Schedule,TEXT,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,2b5ed3a7-d217-524c-b92d-878ba524c721,Plm Strainer End Connection Txt [ISO 19650-1:2018]
PLM_STRAINER_PRESSURE_RATING_BAR,Strainer Filter Schedule,Strainer Filter Schedule,NUMBER,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,9642cb31-ebe8-5019-8045-5460a30d91e3,Plm Strainer Pressure Rating Bar [ISO 19650-1:2018]
PLM_STR_BODY_MAT_TXT,Strainer Filter Schedule,Strainer Filter Schedule,TEXT,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,a44f3317-8596-584b-a3ac-af11fe00b9d3,Plm Str Body Mat Txt [ISO 19650-1:2018]
PLM_STR_MESH_SZ_MICRON_TXT,Strainer Filter Schedule,Strainer Filter Schedule,TEXT,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,78ff5c61-0d2b-5344-9fd7-561befe01575,Plm Str Mesh Sz Micron Txt [ISO 19650-1:2018]
PLM_STR_SCREEN_MAT_TXT,Strainer Filter Schedule,Strainer Filter Schedule,TEXT,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,727cf62d-aea1-59ea-b976-1f1aff5e5474,Plm Str Screen Mat Txt [ISO 19650-1:2018]
PLM_STR_STYLE_TXT,Strainer Filter Schedule,Strainer Filter Schedule,TEXT,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,a9842954-6ab9-5d27-a2da-42f159fccf2d,Plm Str Style Txt [ISO 19650-1:2018]
PLM_VEL_MPS,Pipe Schedule; Plumbing Fixture Schedule,Pipe Schedule,TEXT,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,d85554af-6914-563d-a8f2-0cef71e09f2d,Plm Vel Mps [ISO 19650-1:2018]
PLM_VENT_CONNECTED_TO_TXT,Vent System,Vent System,TEXT,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,aec0b857-0c69-550c-a3f2-0dbed660038a,Plm Vent Connected To Txt [ISO 19650-1:2018]
PLM_VLV_ACTUATION_TYPE_TXT,Valve Schedule,Valve Schedule,TEXT,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,b4712e8b-8be7-512f-9ca4-3ea6e665095b,Plm Vlv Actuation Type Txt [ISO 19650-1:2018]
PLM_VLV_BODY_MAT_TXT,Valve Schedule,Valve Schedule,TEXT,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,6c4c030a-0f07-563a-88f7-6f65c08dcd59,Plm Vlv Body Mat Txt [ISO 19650-1:2018]
PLM_VLV_CV_NR,Valve Schedule,Valve Schedule,NUMBER,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,69f69261-043b-5c7c-916e-769dc7e1b9d9,Plm Vlv Cv Nr [ISO 19650-1:2018]
PLM_VLV_CV_VALUE_NR,Valve Schedule,Valve Schedule,NUMBER,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,402714bb-5b0a-5aa3-bfb5-b45ff24880bb,Plm Vlv Cv Value Nr [ISO 19650-1:2018]
PLM_VLV_END_CONNECTION_TXT,Valve Schedule,Valve Schedule,TEXT,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,91eddd10-93a4-55bd-ad71-ca0f79c0b9fd,Plm Vlv End Connection Txt [ISO 19650-1:2018]
PLM_VLV_OPERATOR_TYPE_TXT,Valve Schedule,Valve Schedule,TEXT,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,e03a4483-45df-5f76-8bdf-0865196822b7,Plm Vlv Operator Type Txt [ISO 19650-1:2018]
PLM_VLV_PSR_CLASS_TXT,Valve Schedule,Valve Schedule,TEXT,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,d3fa455d-9505-59c5-9386-c5610eb4ed7e,Plm Vlv Psr Class Txt [ISO 19650-1:2018]
PLM_VLV_TRIM_MAT_TXT,Valve Schedule,Valve Schedule,TEXT,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,66a6b4f3-4f82-5d5f-900a-d68a33a68d31,Plm Vlv Trim Mat Txt [ISO 19650-1:2018]
PLM_VNT_SZ_NR,Vent System,Vent System,NUMBER,Type,"Generic Models, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Sprinklers",PLM_DRN,b27f8b0d-cd76-54bb-bb37-c97c7580e79d,Plm Vnt Sz Nr [ISO 19650-1:2018]
PRJ_ADDRESS_2_TXT,,,TEXT,Type,Project Information,PRJ_INFORMATION,4390abcd-ec43-5e4c-9d70-3c3f933fe7df,Prj Address 2 Txt [ISO 19650-1:2018]
PRJ_ADDRESS_TXT,,,TEXT,Type,Project Information,PRJ_INFORMATION,f549fe4e-cba1-582b-ad45-a07df6e006f5,Prj Address Txt [ISO 19650-1:2018]
PRJ_AREA_NAME_TXT,,,TEXT,Type,Project Information,PRJ_INFORMATION,855d6fa2-33d0-5f73-aaaa-7eb897a47c05,Prj Area Name Txt [ISO 19650-1:2018]
PRJ_COMMENTS_TXT,Accessibility Schedule; Acoustic Schedule; Asset Schedule; Bms Equipment; Bms Points; Bms Sequences; Ceiling Schedule; Concrete - Material Takeoff; Concrete Schedule; Cost Schedule; Data Equipment; Door Schedule; Doors Windows - Material Takeoff; Drainage Fittings; Drainage System; Duct Schedule; Earthworks - Material Takeoff; Earthworks Schedule; Electrical - Material Takeoff; Environmental Schedule; Equipment Summary; Expansion Joint Schedule; Facade Schedule; Finish Schedule; Finishes - Material Takeoff; Fire Detection; Fire Fighting Schedule; Floor Roof Drains; Floor Schedule; Formwork - Material Takeoff; Formwork Schedule; Gasket Seal Schedule; Hot Water System; Hvac Equipment; Hvac Pipe Schedule; Insulation Schedule; Masonry - Material Takeoff; Masonry Schedule; Mechanical Hvac - Material Takeoff; Network Schedule; Pipe Fittings; Pipe Schedule; Plumbing - Material Takeoff; Plumbing Accessories; Plumbing Equipment; Procurement Schedule; Ramp Schedule; Reinforcement - Material Takeoff; Reinforcement Schedule; Roof Schedule; Room Schedule; Sprinkler Schedule; Stair Schedule; Strainer Filter Schedule; Structural Schedule; Summary - Material Takeoff; Support Schedule; Sustainability Schedule; Terminal Schedule; Valve Schedule; Vent System; Wall Schedule; Window Schedule,Accessibility Schedule,TEXT,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",PRJ_INFORMATION,6e4b8ba6-b6e5-53e9-a0b5-1f6c65f3b764,Prj Comments Txt [ISO 19650-1:2018]
PRJ_DRAWING_NR_TXT,,,TEXT,Type,Sheets,PRJ_INFORMATION,b16817af-f02d-504f-933b-8c83ef1d0a60,Prj Drawing Nr Txt [ISO 19650-1:2018]
PRJ_DRAWING_SCALE_TXT,,,TEXT,Type,Sheets,PRJ_INFORMATION,82264d6c-097e-5bcb-910e-e5e9f17eab65,Prj Drawing Scale Txt [ISO 19650-1:2018]
PRJ_DRAWING_TITLE_TXT,,,TEXT,Type,Sheets,PRJ_INFORMATION,934a3665-36c7-538a-a0f8-7f82c906de5a,Prj Drawing Title Txt [ISO 19650-1:2018]
PRJ_DWG_ISSUE_PURPOSE_TXT,,,TEXT,Type,Sheets,PRJ_INFORMATION,a3bf9281-16ad-5bc3-a389-da4fa300b2d4,Prj Dwg Issue Purpose Txt [ISO 19650-1:2018]
PRJ_DWG_SUITABILITY_COD_TXT,,,TEXT,Type,Sheets,PRJ_INFORMATION,2e8087b2-691d-5882-a589-4e25a6e4a777,Prj Dwg Suitability Cod Txt [ISO 19650-1:2018]
PRJ_DWG_SUPERSEDES_TXT,,,TEXT,Type,Sheets,PRJ_INFORMATION,aa16b2c1-64d5-50b9-b262-64bddce585cb,Prj Dwg Supersedes Txt [ISO 19650-1:2018]
PRJ_GRID_REF_TXT,Concrete Schedule; Earthworks Schedule; Reinforcement Schedule; Structural Schedule,Concrete Schedule,TEXT,Type,Sheets,PRJ_INFORMATION,6d1b5293-8685-59e6-b4c0-798aec064283,Prj Grid Ref Txt [ISO 19650-1:2018]
PRJ_INFORMATION_SPARE_01_TXT,,,TEXT,Type,Project Information,PRJ_INFORMATION,7080d132-e4e6-4b1c-9419-8f8403f52183,Spare parameter 1 for PRJ_INFORMATION group
